  0.41872364E+00 -0.37268501E-05 -0.33290578E-05 -0.25334737E-05 -0.79504889E-05 -0.60504672E-05 -0.59604645E-06  0.82899719E-01  0.16579656E+00
  0.83744729E+00 -0.95497853E-05 -0.82761335E-05 -0.57288307E-05 -0.11814655E-04 -0.76311835E-05 -0.15497208E-05  0.82899414E-01  0.16579686E+00
  0.12561710E+01 -0.17101227E-04 -0.14669665E-04 -0.98065393E-05 -0.15269095E-04 -0.97384236E-05 -0.28610229E-05  0.82899004E-01  0.16579719E+00
  0.16748946E+01 -0.25850357E-04 -0.22230075E-04 -0.14989513E-04 -0.18055849E-04 -0.12378030E-04 -0.44107437E-05  0.82898587E-01  0.16579756E+00
  0.20936182E+01 -0.35157827E-04 -0.30635434E-04 -0.21590651E-04 -0.20073761E-04 -0.15764905E-04 -0.60796738E-05  0.82898267E-01  0.16579799E+00
  0.25123420E+01 -0.44550081E-04 -0.39660954E-04 -0.29882700E-04 -0.21554833E-04 -0.19803156E-04 -0.77486038E-05  0.82898140E-01  0.16579854E+00
  0.29310656E+01 -0.53706201E-04 -0.49203678E-04 -0.40198633E-04 -0.22790033E-04 -0.24636613E-04 -0.94175339E-05  0.82898274E-01  0.16579932E+00
  0.33497891E+01 -0.62587140E-04 -0.59359241E-04 -0.52903448E-04 -0.24253613E-04 -0.30341767E-04 -0.10848045E-04  0.82898721E-01  0.16580045E+00
  0.37685127E+01 -0.71499417E-04 -0.70492606E-04 -0.68478985E-04 -0.26588823E-04 -0.37197649E-04 -0.12516975E-04  0.82899503E-01  0.16580211E+00
  0.41872363E+01 -0.80949270E-04 -0.83164581E-04 -0.87595203E-04 -0.30263338E-04 -0.45653542E-04 -0.14185905E-04  0.82900643E-01  0.16580448E+00
  0.46059599E+01 -0.91709851E-04 -0.98202436E-04 -0.11118760E-03 -0.35913548E-04 -0.56343608E-04 -0.15974045E-04  0.82902148E-01  0.16580778E+00
  0.50246840E+01 -0.10491112E-03 -0.11679140E-03 -0.14055197E-03 -0.44394361E-04 -0.70128277E-04 -0.18358231E-04  0.82904048E-01  0.16581225E+00
  0.54434075E+01 -0.12177233E-03 -0.14033497E-03 -0.17746026E-03 -0.56226985E-04 -0.88144749E-04 -0.21338463E-04  0.82906403E-01  0.16581815E+00
  0.58621311E+01 -0.14372733E-03 -0.17058838E-03 -0.22431047E-03 -0.72251474E-04 -0.11188813E-03 -0.25153160E-04  0.82909331E-01  0.16582577E+00
  0.62808547E+01 -0.17254990E-03 -0.20977051E-03 -0.28421174E-03 -0.93575181E-04 -0.14305682E-03 -0.30279160E-04  0.82912989E-01  0.16583538E+00
  0.66995783E+01 -0.21040320E-03 -0.26062172E-03 -0.36105874E-03 -0.12144337E-03 -0.18352679E-03 -0.36954880E-04  0.82917571E-01  0.16584739E+00
  0.71183019E+01 -0.25999916E-03 -0.32658468E-03 -0.45975571E-03 -0.15753343E-03 -0.23570910E-03 -0.45657158E-04  0.82923345E-01  0.16586225E+00
  0.75370255E+01 -0.32478501E-03 -0.41197645E-03 -0.58635930E-03 -0.20393351E-03 -0.30235588E-03 -0.57101250E-04  0.82930617E-01  0.16588056E+00
  0.79557490E+01 -0.40928475E-03 -0.52227685E-03 -0.74826105E-03 -0.26342046E-03 -0.38665536E-03 -0.72002411E-04  0.82939722E-01  0.16590309E+00
  0.83744726E+01 -0.51915849E-03 -0.66429633E-03 -0.95457199E-03 -0.33917229E-03 -0.49271394E-03 -0.91433525E-04  0.82951069E-01  0.16593082E+00
  0.87931967E+01 -0.66161784E-03 -0.84654568E-03 -0.12164013E-02 -0.43524973E-03 -0.62530336E-03 -0.11658669E-03  0.82965121E-01  0.16596510E+00
  0.92119198E+01 -0.84551907E-03 -0.10795324E-02 -0.15475592E-02 -0.55642135E-03 -0.79087430E-03 -0.14901161E-03  0.82982466E-01  0.16600762E+00
  0.96306438E+01 -0.10818214E-02 -0.13762829E-02 -0.19652059E-02 -0.70870231E-03 -0.99742820E-03 -0.19061565E-03  0.83003834E-01  0.16606061E+00
  0.10049368E+02 -0.13839070E-02 -0.17528683E-02 -0.24907908E-02 -0.89936517E-03 -0.12552071E-02 -0.24390221E-03  0.83030179E-01  0.16612691E+00
  0.10468091E+02 -0.17679376E-02 -0.22290628E-02 -0.31513134E-02 -0.11372529E-02 -0.15774665E-02 -0.31161308E-03  0.83062798E-01  0.16621010E+00
  0.10886815E+02 -0.22537503E-02 -0.28294048E-02 -0.39807134E-02 -0.14337425E-02 -0.19807813E-02 -0.39720535E-03  0.83103366E-01  0.16631477E+00
  0.11305538E+02 -0.28657087E-02 -0.35844282E-02 -0.50218673E-02 -0.18031546E-02 -0.24864948E-02 -0.50520897E-03  0.83154097E-01  0.16644658E+00
  0.11724262E+02 -0.36339872E-02 -0.45322771E-02 -0.63288570E-02 -0.22636622E-02 -0.31213658E-02 -0.64063072E-03  0.83217867E-01  0.16661258E+00
  0.12142985E+02 -0.45966227E-02 -0.57210401E-02 -0.79698749E-02 -0.28390158E-02 -0.39190953E-02 -0.81038475E-03  0.83298303E-01  0.16682136E+00
  0.12561709E+02 -0.58017471E-02 -0.72113844E-02 -0.10030659E-01 -0.35592553E-02 -0.49215858E-02 -0.10228157E-02  0.83399989E-01  0.16708350E+00
