  0.11538462E+00 -0.99436281E-08 -0.73789397E-06 -0.85658293E-07 -0.34265918E-06
  0.23076923E+00 -0.29741221E-07 -0.22070280E-05 -0.25620247E-06 -0.10248878E-05
  0.34615386E+00 -0.59010546E-07 -0.43790378E-05 -0.50833984E-06 -0.20335137E-05
  0.46153846E+00 -0.12327149E-06 -0.91476959E-05 -0.10619087E-05 -0.42479573E-05
  0.57692307E+00 -0.21956407E-06 -0.16293348E-04 -0.18914105E-05 -0.75662169E-05
  0.69230771E+00 -0.34527619E-06 -0.25622157E-04 -0.29743437E-05 -0.11898279E-04
  0.80769229E+00 -0.48471333E-06 -0.35969471E-04 -0.41755097E-05 -0.16703307E-04
  0.92307693E+00 -0.63289264E-06 -0.46965517E-04 -0.54519842E-05 -0.21809592E-04
  0.10384616E+01 -0.78375859E-06 -0.58160938E-04 -0.67516021E-05 -0.27008460E-04
  0.11538461E+01 -0.93232126E-06 -0.69185437E-04 -0.80313794E-05 -0.32127955E-04
  0.12692307E+01 -0.10738352E-05 -0.79686855E-04 -0.92504351E-05 -0.37004549E-04
  0.13846154E+01 -0.12040368E-05 -0.89348825E-04 -0.10372043E-04 -0.41491323E-04
  0.15000000E+01 -0.12998250E-05 -0.96457050E-04 -0.11197200E-04 -0.44792199E-04
  0.16153846E+01 -0.13598751E-05 -0.10091323E-03 -0.11714495E-04 -0.46861536E-04
  0.17307693E+01 -0.13839755E-05 -0.10270166E-03 -0.11922105E-04 -0.47692040E-04
  0.18461539E+01 -0.13740181E-05 -0.10196275E-03 -0.11836328E-04 -0.47348905E-04
  0.19615384E+01 -0.13322323E-05 -0.98861914E-04 -0.11476369E-04 -0.45908961E-04
  0.20769231E+01 -0.12628836E-05 -0.93715717E-04 -0.10878973E-04 -0.43519194E-04
  0.21923077E+01 -0.11700927E-05 -0.86829910E-04 -0.10079635E-04 -0.40321600E-04
  0.23076923E+01 -0.10790247E-05 -0.80071964E-04 -0.92951404E-05 -0.37183385E-04
  0.24230769E+01 -0.99387682E-06 -0.73753334E-04 -0.85616430E-05 -0.34249169E-04
  0.25384614E+01 -0.91809625E-06 -0.68129826E-04 -0.79088395E-05 -0.31637759E-04
  0.26538463E+01 -0.85470595E-06 -0.63425781E-04 -0.73627702E-05 -0.29453318E-04
  0.27692308E+01 -0.80485876E-06 -0.59726732E-04 -0.69333673E-05 -0.27735576E-04
  0.28846154E+01 -0.76914478E-06 -0.57076479E-04 -0.66257130E-05 -0.26504866E-04
  0.30000000E+01 -0.74705895E-06 -0.55437540E-04 -0.64354572E-05 -0.25743784E-04
  0.31153846E+01 -0.73705206E-06 -0.54694952E-04 -0.63492539E-05 -0.25398944E-04
  0.32307692E+01 -0.73850890E-06 -0.54803062E-04 -0.63618036E-05 -0.25449148E-04
  0.33461540E+01 -0.74855825E-06 -0.55548800E-04 -0.64483729E-05 -0.25795449E-04
  0.34615386E+01 -0.76480762E-06 -0.56754627E-04 -0.65883514E-05 -0.26355407E-04
  0.35769231E+01 -0.78468156E-06 -0.58229427E-04 -0.67595529E-05 -0.27040265E-04
