  0.00000000E+00 -0.59604645E-07
  0.58042414E-01 -0.10234535E-01
  0.11608483E+00 -0.20469010E-01
  0.17412725E+00 -0.30703366E-01
  0.23216966E+00 -0.40937841E-01
  0.29021206E+00 -0.51172316E-01
  0.34825450E+00 -0.61406732E-01
  0.40629691E+00 -0.71641147E-01
  0.46433932E+00 -0.81875563E-01
  0.52238172E+00 -0.92110038E-01
  0.58042413E+00 -0.10234451E+00
  0.63846654E+00 -0.11257887E+00
  0.69650900E+00 -0.12281334E+00
  0.75455141E+00 -0.13304782E+00
  0.81259382E+00 -0.14328229E+00
  0.87063622E+00 -0.15351677E+00
  0.92867863E+00 -0.16375113E+00
  0.98672104E+00 -0.17398560E+00
  0.10447634E+01 -0.18422008E+00
  0.11028059E+01 -0.19445443E+00
  0.11608483E+01 -0.20468891E+00
  0.12188907E+01 -0.21492338E+00
  0.12769331E+01 -0.22515780E+00
  0.13349755E+01 -0.23539227E+00
  0.13930180E+01 -0.24562675E+00
  0.14510604E+01 -0.25586110E+00
  0.15091028E+01 -0.26609558E+00
  0.15671452E+01 -0.27633005E+00
  0.16251876E+01 -0.28656441E+00
  0.16832300E+01 -0.29679888E+00
  0.17412724E+01 -0.30703336E+00
  0.17993149E+01 -0.31726784E+00
  0.18573573E+01 -0.32750225E+00
  0.19153997E+01 -0.33773667E+00
  0.19734421E+01 -0.34797114E+00
  0.20314846E+01 -0.35820556E+00
  0.20895269E+01 -0.36843997E+00
  0.21475694E+01 -0.37867445E+00
  0.22056117E+01 -0.38890886E+00
  0.22636542E+01 -0.39914334E+00
  0.23216965E+01 -0.40937775E+00
  0.23797390E+01 -0.41961223E+00
  0.24377813E+01 -0.42984664E+00
  0.24958239E+01 -0.44008112E+00
  0.25538661E+01 -0.45031554E+00
  0.26119087E+01 -0.46055001E+00
  0.26699510E+01 -0.47078443E+00
  0.27279935E+01 -0.48101890E+00
  0.27860360E+01 -0.49125332E+00
  0.28440783E+01 -0.50148773E+00
  0.29021208E+01 -0.51172221E+00
  0.29601631E+01 -0.52195662E+00
  0.30182056E+01 -0.53219104E+00
  0.30762479E+01 -0.54242551E+00
  0.31342905E+01 -0.55265999E+00
  0.31923327E+01 -0.56289434E+00
  0.32503753E+01 -0.57312882E+00
  0.33084176E+01 -0.58336329E+00
  0.33664601E+01 -0.59359771E+00
  0.34245024E+01 -0.60383213E+00
  0.34825449E+01 -0.61406660E+00
  0.35405872E+01 -0.62430102E+00
  0.35986297E+01 -0.63453549E+00
  0.36566720E+01 -0.64476991E+00
  0.37147145E+01 -0.65500438E+00
  0.37727571E+01 -0.66523886E+00
  0.38307993E+01 -0.67547321E+00
  0.38888419E+01 -0.68570769E+00
  0.39468842E+01 -0.69594216E+00
  0.40049267E+01 -0.70617664E+00
  0.40629692E+01 -0.71641105E+00
  0.41210113E+01 -0.72664547E+00
  0.41790538E+01 -0.73687994E+00
  0.42370963E+01 -0.74711436E+00
  0.42951388E+01 -0.75734878E+00
  0.43531809E+01 -0.76758134E+00
  0.44112234E+01 -0.77780646E+00
  0.44692659E+01 -0.78801394E+00
  0.45273085E+01 -0.79819006E+00
  0.45853505E+01 -0.80831802E+00
  0.46433930E+01 -0.81837881E+00
  0.47014356E+01 -0.82835114E+00
  0.47594781E+01 -0.83821207E+00
  0.48175206E+01 -0.84793794E+00
  0.48755627E+01 -0.85750413E+00
  0.49336052E+01 -0.86688602E+00
  0.49916477E+01 -0.87605906E+00
  0.50496902E+01 -0.88499922E+00
  0.51077323E+01 -0.89368302E+00
  0.51657748E+01 -0.90208852E+00
  0.52238173E+01 -0.91019493E+00
  0.52818599E+01 -0.91798306E+00
  0.53399019E+01 -0.92543548E+00
  0.53979445E+01 -0.93253714E+00
  0.54559870E+01 -0.93927485E+00
  0.55140295E+01 -0.94563788E+00
  0.55720720E+01 -0.95161796E+00
  0.56301141E+01 -0.95720923E+00
  0.56881566E+01 -0.96240860E+00
  0.57461991E+01 -0.96721554E+00
  0.58042417E+01 -0.97163212E+00
  0.58622837E+01 -0.97566295E+00
  0.59203262E+01 -0.97931534E+00
  0.59783688E+01 -0.98259902E+00
  0.60364113E+01 -0.98552608E+00
  0.60944533E+01 -0.98811090E+00
  0.61524959E+01 -0.99036998E+00
  0.62105384E+01 -0.99232167E+00
  0.62685809E+01 -0.99398613E+00
  0.63266230E+01 -0.99538493E+00
  0.63846655E+01 -0.99654096E+00
  0.64427080E+01 -0.99747795E+00
  0.65007505E+01 -0.99822026E+00
  0.65587931E+01 -0.99879271E+00
  0.66168351E+01 -0.99921978E+00
  0.66748776E+01 -0.99952573E+00
