    0.115385E+00    0.370891E+02
    0.230769E+00    0.370892E+02
    0.346154E+00    0.370892E+02
    0.461538E+00    0.370893E+02
    0.576923E+00    0.370894E+02
    0.692308E+00    0.370895E+02
    0.807692E+00    0.370896E+02
    0.923077E+00    0.370898E+02
    0.103846E+01    0.370900E+02
    0.115385E+01    0.370902E+02
    0.126923E+01    0.370905E+02
    0.138462E+01    0.370909E+02
    0.150000E+01    0.370913E+02
    0.161538E+01    0.370918E+02
    0.173077E+01    0.370924E+02
    0.184615E+01    0.370931E+02
    0.196154E+01    0.370939E+02
    0.207692E+01    0.370948E+02
    0.219231E+01    0.370959E+02
    0.230769E+01    0.370972E+02
    0.242308E+01    0.370986E+02
    0.253846E+01    0.371002E+02
    0.265385E+01    0.371020E+02
    0.276923E+01    0.371041E+02
    0.288462E+01    0.371063E+02
    0.300000E+01    0.371088E+02
    0.311538E+01    0.371115E+02
    0.323077E+01    0.371145E+02
    0.334615E+01    0.371176E+02
    0.346154E+01    0.371210E+02
    0.357692E+01    0.371247E+02
    0.369231E+01    0.371285E+02
    0.380769E+01    0.371325E+02
    0.392308E+01    0.371367E+02
    0.403846E+01    0.371409E+02
    0.415385E+01    0.371453E+02
    0.426923E+01    0.371497E+02
    0.438462E+01    0.371541E+02
    0.450000E+01    0.371585E+02
    0.461538E+01    0.371627E+02
    0.473077E+01    0.371668E+02
    0.484615E+01    0.371707E+02
    0.496154E+01    0.371744E+02
    0.507692E+01    0.371777E+02
    0.519231E+01    0.371806E+02
    0.530769E+01    0.371832E+02
    0.542308E+01    0.371853E+02
    0.553846E+01    0.371870E+02
    0.565385E+01    0.371881E+02
    0.576923E+01    0.371887E+02
    0.588462E+01    0.371888E+02
    0.600000E+01    0.371884E+02
    0.611538E+01    0.371875E+02
    0.623077E+01    0.371860E+02
    0.634615E+01    0.371840E+02
    0.646154E+01    0.371816E+02
    0.657692E+01    0.371788E+02
    0.669231E+01    0.371756E+02
    0.680769E+01    0.371721E+02
    0.692308E+01    0.371683E+02
    0.703846E+01    0.371643E+02
    0.715385E+01    0.371601E+02
    0.726923E+01    0.371557E+02
    0.738462E+01    0.371513E+02
    0.750000E+01    0.371469E+02
    0.761538E+01    0.371425E+02
    0.773077E+01    0.371382E+02
    0.784615E+01    0.371340E+02
    0.796154E+01    0.371299E+02
    0.807692E+01    0.371260E+02
    0.819231E+01    0.371222E+02
    0.830769E+01    0.371187E+02
    0.842308E+01    0.371153E+02
    0.853846E+01    0.371122E+02
    0.865385E+01    0.371093E+02
    0.876923E+01    0.371066E+02
    0.888462E+01    0.371041E+02
    0.900000E+01    0.371018E+02
    0.911539E+01    0.370997E+02
    0.923077E+01    0.370978E+02
    0.934615E+01    0.370959E+02
    0.946154E+01    0.370942E+02
    0.957692E+01    0.370926E+02
    0.969231E+01    0.370911E+02
    0.980769E+01    0.370895E+02
    0.992308E+01    0.370880E+02
    0.100385E+02    0.370865E+02
    0.101538E+02    0.370849E+02
    0.102692E+02    0.370833E+02
    0.103846E+02    0.370815E+02
    0.105000E+02    0.370797E+02
    0.106154E+02    0.370777E+02
    0.107308E+02    0.370755E+02
    0.108462E+02    0.370731E+02
    0.109615E+02    0.370706E+02
    0.110769E+02    0.370678E+02
    0.111923E+02    0.370649E+02
    0.113077E+02    0.370617E+02
    0.114231E+02    0.370583E+02
    0.115385E+02    0.370547E+02
    0.116538E+02    0.370509E+02
    0.117692E+02    0.370469E+02
    0.118846E+02    0.370428E+02
    0.120000E+02    0.370385E+02
    0.121154E+02    0.370342E+02
    0.122308E+02    0.370298E+02
    0.123462E+02    0.370254E+02
    0.124615E+02    0.370210E+02
    0.125769E+02    0.370167E+02
    0.126923E+02    0.370125E+02
    0.128077E+02    0.370085E+02
    0.129231E+02    0.370048E+02
    0.130385E+02    0.370014E+02
    0.131538E+02    0.369983E+02
    0.132692E+02    0.369956E+02
    0.133846E+02    0.369933E+02
    0.135000E+02    0.369915E+02
    0.136154E+02    0.369902E+02
    0.137308E+02    0.369894E+02
    0.138462E+02    0.369891E+02
    0.139615E+02    0.369894E+02
    0.140769E+02    0.369902E+02
    0.141923E+02    0.369915E+02
    0.143077E+02    0.369932E+02
    0.144231E+02    0.369955E+02
    0.145385E+02    0.369982E+02
    0.146538E+02    0.370012E+02
    0.147692E+02    0.370047E+02
    0.148846E+02    0.370084E+02
    0.150000E+02    0.370123E+02
    0.151154E+02    0.370165E+02
    0.152308E+02    0.370208E+02
    0.153462E+02    0.370252E+02
    0.154615E+02    0.370296E+02
    0.155769E+02    0.370340E+02
    0.156923E+02    0.370383E+02
    0.158077E+02    0.370426E+02
    0.159231E+02    0.370467E+02
    0.160385E+02    0.370506E+02
    0.161538E+02    0.370544E+02
    0.162692E+02    0.370580E+02
    0.163846E+02    0.370613E+02
    0.165000E+02    0.370644E+02
    0.166154E+02    0.370673E+02
    0.167308E+02    0.370700E+02
    0.168462E+02    0.370724E+02
    0.169615E+02    0.370745E+02
    0.170769E+02    0.370765E+02
    0.171923E+02    0.370783E+02
    0.173077E+02    0.370798E+02
    0.174231E+02    0.370812E+02
    0.175385E+02    0.370824E+02
