  0.42857143E+00 -0.36326384E-07 -0.24257290E-07 -0.11909744E-09 -0.56600342E-07 -0.27789401E-09  0.59604645E-07  0.82261734E-01  0.16452354E+00
  0.85714287E+00 -0.99669649E-07 -0.67421055E-07 -0.29238663E-08 -0.10071545E-06 -0.65444605E-08  0.59604645E-07  0.82261726E-01  0.16452354E+00
  0.12857143E+01 -0.18475654E-06 -0.12683573E-06 -0.10994083E-07 -0.13863425E-06 -0.18830505E-07  0.59604645E-07  0.82261719E-01  0.16452354E+00
  0.17142857E+01 -0.28507688E-06 -0.19988545E-06 -0.29502591E-07 -0.17044934E-06 -0.43186514E-07  0.00000000E+00  0.82261711E-01  0.16452354E+00
  0.21428571E+01 -0.36183030E-06 -0.26239232E-06 -0.63516381E-07 -0.14584934E-06 -0.79365499E-07  0.00000000E+00  0.82261704E-01  0.16452353E+00
  0.25714285E+01 -0.40403177E-06 -0.30623448E-06 -0.11063989E-06 -0.10229841E-06 -0.10995484E-06  0.00000000E+00  0.82261704E-01  0.16452351E+00
  0.30000000E+01 -0.41925892E-06 -0.33399360E-06 -0.16346299E-06 -0.64771257E-07 -0.12325388E-06  0.00000000E+00  0.82261711E-01  0.16452350E+00
  0.34285715E+01 -0.42293959E-06 -0.35082414E-06 -0.20659323E-06 -0.39271232E-07 -0.10063723E-06  0.00000000E+00  0.82261719E-01  0.16452350E+00
  0.38571429E+01 -0.41798131E-06 -0.35945757E-06 -0.24241010E-06 -0.20144652E-07 -0.83572694E-07  0.00000000E+00  0.82261726E-01  0.16452350E+00
  0.42857141E+01 -0.41503375E-06 -0.36520169E-06 -0.26553755E-06 -0.13402961E-07 -0.53964062E-07  0.00000000E+00  0.82261726E-01  0.16452351E+00
  0.47142859E+01 -0.41067676E-06 -0.36816627E-06 -0.28314525E-06 -0.69173538E-08 -0.41084668E-07  0.00000000E+00  0.82261726E-01  0.16452353E+00
  0.51428571E+01 -0.39573609E-06 -0.36582091E-06 -0.30599051E-06  0.54724820E-08 -0.53305584E-07  0.00000000E+00  0.82261734E-01  0.16452353E+00
  0.55714288E+01 -0.37570436E-06 -0.36081414E-06 -0.33103370E-06  0.11682430E-07 -0.58434086E-07  0.00000000E+00  0.82261741E-01  0.16452353E+00
  0.60000000E+01 -0.34900137E-06 -0.35602147E-06 -0.37006171E-06  0.11182923E-07 -0.91065331E-07  0.00000000E+00  0.82261749E-01  0.16452351E+00
  0.64285717E+01 -0.32729784E-06 -0.35671792E-06 -0.41555808E-06 -0.16250213E-08 -0.10615817E-06  0.00000000E+00  0.82261756E-01  0.16452348E+00
  0.68571429E+01 -0.32165048E-06 -0.36537347E-06 -0.45281942E-06 -0.20196248E-07 -0.86943160E-07  0.00000000E+00  0.82261764E-01  0.16452345E+00
  0.72857141E+01 -0.34310494E-06 -0.38445842E-06 -0.46716534E-06 -0.44531575E-07 -0.33473796E-07  0.00000000E+00  0.82261764E-01  0.16452344E+00
  0.77142859E+01 -0.39639735E-06 -0.41382083E-06 -0.44866775E-06 -0.68512293E-07  0.43161055E-07  0.00000000E+00  0.82261756E-01  0.16452344E+00
  0.81428576E+01 -0.47501436E-06 -0.45084494E-06 -0.40250606E-06 -0.86389555E-07  0.10771060E-06  0.00000000E+00  0.82261741E-01  0.16452345E+00
  0.85714283E+01 -0.56604574E-06 -0.49029546E-06 -0.33879499E-06 -0.92051181E-07  0.14865914E-06  0.00000000E+00  0.82261726E-01  0.16452348E+00
  0.90000000E+01 -0.65594060E-06 -0.52978243E-06 -0.27746609E-06 -0.92136268E-07  0.14310076E-06  0.00000000E+00  0.82261711E-01  0.16452351E+00
  0.94285717E+01 -0.73520204E-06 -0.56396107E-06 -0.22147916E-06 -0.79750158E-07  0.13063615E-06  0.00000000E+00  0.82261696E-01  0.16452354E+00
  0.98571434E+01 -0.78721507E-06 -0.58771496E-06 -0.18871485E-06 -0.55425801E-07  0.76450043E-07  0.00000000E+00  0.82261689E-01  0.16452356E+00
  0.10285714E+02 -0.80434847E-06 -0.59846428E-06 -0.18669593E-06 -0.25081684E-07  0.47108060E-08  0.00000000E+00  0.82261689E-01  0.16452356E+00
  0.10714286E+02 -0.79053120E-06 -0.59890766E-06 -0.21566069E-06 -0.10345322E-08 -0.67584430E-07  0.00000000E+00  0.82261696E-01  0.16452356E+00
  0.11142858E+02 -0.74965396E-06 -0.59174505E-06 -0.27592722E-06  0.16712802E-07 -0.14062188E-06  0.00000000E+00  0.82261711E-01  0.16452354E+00
  0.11571428E+02 -0.69329838E-06 -0.58225430E-06 -0.36016618E-06  0.22145013E-07 -0.19655758E-06  0.00000000E+00  0.82261726E-01  0.16452353E+00
  0.12000000E+02 -0.62731635E-06 -0.57589727E-06 -0.47305917E-06  0.14833098E-07 -0.26341701E-06  0.00000000E+00  0.82261749E-01  0.16452350E+00
  0.12428572E+02 -0.62109291E-06 -0.60434468E-06 -0.57084821E-06 -0.66377332E-07 -0.22817444E-06  0.00000000E+00  0.82261764E-01  0.16452348E+00
  0.12857143E+02 -0.68768099E-06 -0.67282730E-06 -0.64311996E-06 -0.15979273E-06 -0.16863403E-06  0.00000000E+00  0.82261764E-01  0.16452347E+00
  0.13285714E+02 -0.83343741E-06 -0.78114107E-06 -0.67654844E-06 -0.25273215E-06 -0.77999715E-07  0.00000000E+00  0.82261749E-01  0.16452347E+00
  0.13714286E+02 -0.10507183E-05 -0.92670655E-06 -0.67868302E-06 -0.33965276E-06 -0.49807061E-08  0.00000000E+00  0.82261726E-01  0.16452348E+00
  0.14142858E+02 -0.13193560E-05 -0.11016965E-05 -0.66637750E-06 -0.40830997E-06  0.28712863E-07 -0.11920929E-06  0.82261696E-01  0.16452350E+00
  0.14571428E+02 -0.15424278E-05 -0.12499009E-05 -0.66484751E-06 -0.34581035E-06  0.35699821E-08 -0.11920929E-06  0.82261667E-01  0.16452351E+00
  0.15000000E+02 -0.17348900E-05 -0.13793142E-05 -0.66816267E-06 -0.30196423E-06 -0.77353635E-08 -0.23841858E-06  0.82261644E-01  0.16452353E+00
  0.15428572E+02 -0.17936857E-05 -0.14367478E-05 -0.72287219E-06 -0.13401166E-06 -0.12765555E-06 -0.23841858E-06  0.82261644E-01  0.16452351E+00
  0.15857143E+02 -0.17187302E-05 -0.14222044E-05 -0.82915273E-06  0.33934619E-07 -0.24798791E-06 -0.23841858E-06  0.82261667E-01  0.16452345E+00
  0.16285715E+02 -0.15363031E-05 -0.13433150E-05 -0.95733890E-06  0.18407512E-06 -0.29910100E-06 -0.11920929E-06  0.82261704E-01  0.16452338E+00
  0.16714287E+02 -0.13670010E-05 -0.12640045E-05 -0.10580113E-05  0.18505784E-06 -0.23490243E-06 -0.11920929E-06  0.82261734E-01  0.16452332E+00
  0.17142857E+02 -0.12369557E-05 -0.11919086E-05 -0.11018145E-05  0.16822372E-06 -0.10220740E-06 -0.11920929E-06  0.82261756E-01  0.16452330E+00
  0.17571428E+02 -0.11747554E-05 -0.11402338E-05 -0.10711906E-05  0.12057446E-06  0.71455716E-07  0.00000000E+00  0.82261756E-01  0.16452333E+00
  0.18000000E+02 -0.12403950E-05 -0.11522515E-05 -0.97596444E-06 -0.28040990E-07  0.22219425E-06 -0.11920929E-06  0.82261734E-01  0.16452341E+00
  0.18428572E+02 -0.13288968E-05 -0.11691849E-05 -0.84976102E-06 -0.39511459E-07  0.29447463E-06 -0.11920929E-06  0.82261711E-01  0.16452350E+00
  0.18857143E+02 -0.14072518E-05 -0.11836192E-05 -0.73635397E-06 -0.33680063E-07  0.26461646E-06 -0.11920929E-06  0.82261689E-01  0.16452356E+00
  0.19285715E+02 -0.14453178E-05 -0.11880472E-05 -0.67350595E-06 -0.10332100E-07  0.14664542E-06 -0.11920929E-06  0.82261674E-01  0.16452357E+00
  0.19714287E+02 -0.13801003E-05 -0.11534179E-05 -0.70005296E-06  0.80801733E-07 -0.61942998E-07 -0.11920929E-06  0.82261682E-01  0.16452353E+00
  0.20142857E+02 -0.12283341E-05 -0.10820190E-05 -0.78938893E-06  0.16659740E-06 -0.20845056E-06 -0.11920929E-06  0.82261711E-01  0.16452345E+00
  0.20571428E+02 -0.10299333E-05 -0.98669364E-06 -0.90021433E-06  0.22242594E-06 -0.25859262E-06  0.00000000E+00  0.82261749E-01  0.16452338E+00
