  0.16666667E+00  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.33333334E+00  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.50000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.66666669E+00  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.83333337E+00  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.10000000E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.11666667E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.13333334E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.15000000E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.16666667E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.18333334E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.20000000E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.21666667E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.23333335E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.25000000E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.26666667E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.28333335E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.30000000E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.31666667E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.33333335E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.35000000E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.36666667E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.38333335E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.40000000E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.41666670E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.43333335E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.45000000E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.46666670E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.48333335E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.50000000E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.51666670E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.53333335E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.55000000E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.56666670E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.58333335E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.60000000E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.61666670E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.63333335E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.65000000E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.66666670E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.68333335E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.70000000E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.71666670E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.73333335E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.75000000E+01  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.76666670E+01  0.26886116E+02  0.42754751E-01  0.99646413E+00
  0.78333335E+01  0.26879082E+02  0.46788685E-01  0.99619448E+00
  0.80000000E+01  0.26871353E+02  0.51106483E-01  0.99590576E+00
  0.81666670E+01  0.26862900E+02  0.55709586E-01  0.99559784E+00
  0.83333340E+01  0.26853676E+02  0.60596619E-01  0.99527103E+00
  0.85000000E+01  0.26843655E+02  0.65754980E-01  0.99492610E+00
  0.86666670E+01  0.26832804E+02  0.71166821E-01  0.99456459E+00
  0.88333340E+01  0.26821095E+02  0.76812081E-01  0.99418765E+00
  0.90000000E+01  0.26819145E+02  0.79540744E-01  0.99727821E+00
  0.91666670E+01  0.26793209E+02  0.90091579E-01  0.99192989E+00
  0.93333340E+01  0.26778965E+02  0.96244916E-01  0.99152362E+00
  0.95000000E+01  0.26763802E+02  0.10247938E+00  0.99111372E+00
  0.96666670E+01  0.26747723E+02  0.10873891E+00  0.99070418E+00
  0.98333340E+01  0.26730740E+02  0.11496303E+00  0.99029946E+00
  0.10000000E+02  0.26712872E+02  0.12108873E+00  0.98990417E+00
  0.10166667E+02  0.26694149E+02  0.12704629E+00  0.98952323E+00
  0.10333334E+02  0.26674608E+02  0.13275866E+00  0.98916227E+00
  0.10500000E+02  0.26654297E+02  0.13815489E+00  0.98882627E+00
  0.10666667E+02  0.26633266E+02  0.14316675E+00  0.98851991E+00
  0.10833334E+02  0.26611576E+02  0.14772348E+00  0.98824817E+00
  0.11000000E+02  0.26589304E+02  0.15175068E+00  0.98801613E+00
  0.11166667E+02  0.26566517E+02  0.15519227E+00  0.98782742E+00
  0.11333334E+02  0.26543301E+02  0.15800080E+00  0.98768508E+00
  0.11500000E+02  0.26519745E+02  0.16013215E+00  0.98759174E+00
  0.11666667E+02  0.26495937E+02  0.16154137E+00  0.98755038E+00
  0.11833334E+02  0.26471970E+02  0.16221096E+00  0.98756111E+00
  0.12000000E+02  0.26444643E+02  0.15107076E+00  0.99869496E+00
  0.12166667E+02  0.26133671E+02  0.15059581E+00  0.99923062E+00
  0.12333334E+02  0.26097458E+02  0.15049726E+00  0.99924630E+00
  0.12500000E+02  0.25807034E+02  0.15000424E+00  0.99989605E+00
  0.12666667E+02  0.25659502E+02  0.14997232E+00  0.99997902E+00
  0.12833334E+02  0.25468864E+02  0.14999339E+00  0.99994099E+00
  0.13000000E+02  0.25293270E+02  0.14999501E+00  0.99993914E+00
  0.13166667E+02  0.25115709E+02  0.14999692E+00  0.99993187E+00
  0.13333334E+02  0.24937828E+02  0.14999464E+00  0.99992716E+00
  0.13500000E+02  0.24760002E+02  0.14999174E+00  0.99992299E+00
  0.13666667E+02  0.24581940E+02  0.14998595E+00  0.99992079E+00
  0.13833334E+02  0.24403507E+02  0.14997953E+00  0.99991971E+00
  0.14000000E+02  0.24224947E+02  0.14997241E+00  0.99992049E+00
  0.14166667E+02  0.24046116E+02  0.14996579E+00  0.99992287E+00
  0.14333334E+02  0.23867283E+02  0.14995943E+00  0.99992704E+00
  0.14500000E+02  0.23688478E+02  0.14995296E+00  0.99993306E+00
  0.14666667E+02  0.23509222E+02  0.14994721E+00  0.99994129E+00
  0.14833334E+02  0.23330204E+02  0.14994231E+00  0.99995112E+00
  0.15000000E+02  0.23150831E+02  0.14993876E+00  0.99996334E+00
  0.15166667E+02  0.22971830E+02  0.14993580E+00  0.99997693E+00
  0.15333334E+02  0.22792543E+02  0.14993338E+00  0.99999291E+00
  0.15500000E+02  0.22613277E+02  0.14993210E+00  0.99998993E+00
  0.15666667E+02  0.22433985E+02  0.14993216E+00  0.99997425E+00
  0.15833334E+02  0.22254839E+02  0.14993292E+00  0.99996084E+00
  0.16000000E+02  0.22075729E+02  0.14993416E+00  0.99994934E+00
  0.16166668E+02  0.21896650E+02  0.14993581E+00  0.99993992E+00
  0.16333334E+02  0.21717209E+02  0.14993840E+00  0.99993187E+00
  0.16500000E+02  0.21538496E+02  0.14994192E+00  0.99992633E+00
  0.16666668E+02  0.21359280E+02  0.14994498E+00  0.99992257E+00
  0.16833334E+02  0.21180428E+02  0.14994884E+00  0.99992061E+00
  0.17000000E+02  0.21001448E+02  0.14995258E+00  0.99992055E+00
  0.17166668E+02  0.20822487E+02  0.14995672E+00  0.99992239E+00
  0.17333334E+02  0.20643543E+02  0.14996120E+00  0.99992597E+00
  0.17500000E+02  0.20464600E+02  0.14996618E+00  0.99993151E+00
  0.17666668E+02  0.20285818E+02  0.14997116E+00  0.99993861E+00
  0.17833334E+02  0.20107204E+02  0.14997543E+00  0.99994743E+00
  0.18000000E+02  0.19928288E+02  0.14998008E+00  0.99995828E+00
  0.18166668E+02  0.19749577E+02  0.14998472E+00  0.99997067E+00
  0.18333334E+02  0.19570827E+02  0.14998934E+00  0.99998486E+00
  0.18500000E+02  0.19392128E+02  0.14999400E+00  0.99999928E+00
  0.18666668E+02  0.19213480E+02  0.14999817E+00  0.99998367E+00
  0.18833334E+02  0.19034973E+02  0.15000246E+00  0.99996984E+00
  0.19000000E+02  0.18856037E+02  0.15000600E+00  0.99995726E+00
  0.19166668E+02  0.18677664E+02  0.15001056E+00  0.99994683E+00
  0.19333334E+02  0.18498924E+02  0.15001369E+00  0.99993813E+00
  0.19500000E+02  0.18320267E+02  0.15001750E+00  0.99993098E+00
  0.19666668E+02  0.18141760E+02  0.15002066E+00  0.99992579E+00
  0.19833334E+02  0.17962984E+02  0.15002377E+00  0.99992198E+00
  0.20000000E+02  0.17784592E+02  0.15002696E+00  0.99991995E+00
  0.20166668E+02  0.17605921E+02  0.15002924E+00  0.99991983E+00
  0.20333334E+02  0.17427311E+02  0.15003194E+00  0.99992120E+00
  0.20500000E+02  0.17248919E+02  0.15003374E+00  0.99992442E+00
  0.20666668E+02  0.17070015E+02  0.15003592E+00  0.99992937E+00
  0.20833334E+02  0.16891624E+02  0.15003790E+00  0.99993575E+00
  0.21000000E+02  0.16713034E+02  0.15003935E+00  0.99994409E+00
  0.21166668E+02  0.16534458E+02  0.15004076E+00  0.99995399E+00
  0.21333334E+02  0.16355780E+02  0.15004227E+00  0.99996567E+00
  0.21500000E+02  0.16177330E+02  0.15004331E+00  0.99997884E+00
  0.21666668E+02  0.15998659E+02  0.15004420E+00  0.99999392E+00
  0.21833334E+02  0.15820144E+02  0.15004514E+00  0.99998999E+00
  0.22000000E+02  0.15641527E+02  0.15004560E+00  0.99997544E+00
  0.22166668E+02  0.15462923E+02  0.15004638E+00  0.99996245E+00
  0.22333334E+02  0.15284509E+02  0.15004653E+00  0.99995154E+00
  0.22500000E+02  0.15105688E+02  0.15004642E+00  0.99994177E+00
  0.22666668E+02  0.14927324E+02  0.15004636E+00  0.99993408E+00
  0.22833334E+02  0.14748528E+02  0.15004596E+00  0.99992788E+00
  0.23000000E+02  0.14569721E+02  0.15004617E+00  0.99992329E+00
  0.23166668E+02  0.14391510E+02  0.15004592E+00  0.99992055E+00
  0.23333334E+02  0.14212580E+02  0.15004510E+00  0.99991971E+00
  0.23500000E+02  0.14034019E+02  0.15004514E+00  0.99992025E+00
  0.23666668E+02  0.13855524E+02  0.15004432E+00  0.99992275E+00
  0.23833334E+02  0.13676791E+02  0.15004349E+00  0.99992704E+00
  0.24000000E+02  0.13498083E+02  0.15004279E+00  0.99993289E+00
  0.24166668E+02  0.13319477E+02  0.15004218E+00  0.99994040E+00
